utt_id,F0avg,F0std,F0max,F0min,F0skew,F0kurt,F0tiltavg,F0mseavg,F0tiltstd,F0msestd,F0tiltmax,F0msemax,F0tiltmin,F0msemin,F0tiltskw,F0mseskw,F0tiltku,F0mseku,1F0mean,1F0std,1F0max,1F0min,1F0skw,1F0ku,lastF0avg,lastF0std,lastF0max,lastF0min,lastF0skw,lastF0ku,Vrate,avgdurvoiced,stddurvoiced,skwdurvoiced,kurtosisdurvoiced,maxdurvoiced,mindurvoiced,avgdurunvoiced,stddurunvoiced,skwdurunvoiced,kurtosisdurunvoiced,maxdurunvoiced,mindurunvoiced,avgdurpause,stddurpause,skwdurpause,kurtosisdurpause,maxdurpause,mindurpause,PVU,PU,UVU,VVU,VP,UP,avgEunvoiced,stdEunvoiced,skwEunvoiced,kurtosisEunvoiced,avgtiltEunvoiced,stdtiltEunvoiced,skwtiltEunvoiced,kurtosistiltEunvoiced,avgmseEunvoiced,stdmseEunvoiced,skwmseEunvoiced,kurtosismseEunvoiced,avg1Eunvoiced,std1Eunvoiced,max1Eunvoiced,min1Eunvoiced,skw1Eunvoiced,kurtosis1Eunvoiced,avglastEunvoiced,stdlastEunvoiced,maxlastEunvoiced,minlastEunvoiced,skwlastEunvoiced,kurtosislastEunvoiced,avgEvoiced,stdEvoiced,skwEvoiced,kurtosisEvoiced,avgtiltEvoiced,stdtiltEvoiced,skwtiltEvoiced,kurtosistiltEvoiced,avgmseEvoiced,stdmseEvoiced,skwmseEvoiced,kurtosismseEvoiced,avg1Evoiced,std1Evoiced,max1Evoiced,min1Evoiced,skw1Evoiced,kurtosis1Evoiced,avglastEvoiced,stdlastEvoiced,maxlastEvoiced,minlastEvoiced,skwlastEvoiced,kurtosislastEvoiced,file_id,wav,start,end,speaker,lang,condition,text,speaker_raw,speaker_id,has_discourse_marker,discourse_marker_type,n_discourse_markers,has_repetition,n_repetitions,has_discourse_marker_near_switch,switch_direction,first_switch_direction,n_switches,switch_type,switch_direction_class,interaction_id_raw,speaker_raw_ann,dialog_act,turn_length_words,interaction_id,audience_l2_ratio,audience_proficiency_proxy,gender,age,age_bucket,nationality,dialogue_act,is_csw,has_dm,has_rep,is_l1_to_l2,is_l2_to_l1,csw_x_dm,csw_x_rep
train_337_0,207.08059692382812,49.211307525634766,343.11065673828125,141.276611328125,1.438701710420886,1.1698533914328708,472.8469119473623,364.0805560922154,1131.6306545628854,684.6333771190609,3279.028320312503,2073.3282693365127,-643.8363647460935,3.232134355365051,1.732619649550784,1.866583505236442,1.880968359059902,1.9124841967311408,286.324462890625,5.501296520233154,295.81109619140625,281.4573669433594,0.6592478127900222,-1.1437281651519362,184.38330078125,4.308861255645752,189.6885986328125,172.44630432128906,-1.0694874515375572,0.7171718613904257,-17.934747115291387,3.0091695753185195,-0.07946847737544,-1.3117008849958995,60.13592580361288,156.28078632084154,1.1615282025653435,0.1775103749746716,2.067855178229513,2.4262498452033667,1.304148195521605,0.1828716221640016,-17.559845696006242,1.320738447969573,-16.42127811992604,-19.75060423238239,-0.8930098026391153,-0.9075866676146216,-13.580216785256926,0.8084595383347577,-12.398752244168506,-14.8021403495844,-0.1695053001793291,-1.2702411494117225,-21.706933767820143,1.5250007236897245,0.0915200784066992,-1.4441095533955348,-51.772283460352426,37.10439628104806,2.8486824967213694e-16,-2.0,0.8512564263244708,0.1470202104167549,-1.160000216465716e-15,-2.0,-21.170702882931547,1.9656708515542252,-18.517981959630095,-23.33618404419244,0.3008471705911592,-1.7814321282178924,-22.243164652708742,1.0843305958252234,-20.420768387862687,-23.87439029415138,-0.1178070137777606,-1.1067869785731774,2.3890784982935154,0.13,0.1308215796964924,1.2882498835360876,0.1709931131741537,0.41,0.02,0.0633333333333333,0.046427960923947,-0.4922084283307175,-1.5000000000000002,0.11,0.0,0.29,0.1209958676980333,0.7221490356876717,-0.8492564722744778,0.5,0.16,1.4999999999999998,4.578947368421052,0.3275862068965517,0.6724137931034482,0.4482758620689656,0.2183908045977012,train_337_0,data/masac_wav16k_clips/train/train_1/audios/train_337_0.wav,0.0,-1.0,DUSHYANT,CS,code_switched,Fridge repair ho gaya! Start kar raha hu.,DUSHYANT,DUSHYANT,True,fillers,2,False,0,False,"EN→HI,HI→EN,EN→HI,HI→EN",EN→HI,4,alternational,L2→L1,train_337,DUSHYANT,I,8,train_337,0.8333333333333334,high_l2,male,,Younger,Indian,i,1,1,0,0.0,1.0,1,0
train_91_2,206.50746154785156,50.84708786010742,341.4959411621094,140.3668212890625,0.8934820569186968,-0.2215002200239384,59.30200568402671,843.9117296300067,267.8712057489401,656.4974800717443,278.36627903830197,1562.8686456220344,-379.63977601171587,33.91258328092117,-0.8334943403013308,-0.0750573062006633,-0.9814623212946648,-1.8506688338252175,180.0789337158203,7.313411712646484,196.39935302734375,166.52908325195312,0.0330583038830278,-0.4079729350864771,253.88345336914065,39.94029235839844,324.59088134765625,197.82374572753903,0.2494944364811598,-1.3248132804710109,-20.741025794070616,4.406700739802322,-0.5696815000519769,1.0020554631260394,-17.308691864121755,31.709028839927058,0.698634226260357,-1.4999999999999996,9.166498710683411,2.61699368725421,-0.1306743347925703,-1.5000000000000002,-18.46013420191769,3.910148387158833,-11.175988020836108,-27.753105568651407,-0.1936561133117315,-0.067736607261521,-20.356022047381515,3.804379965372836,-13.005856519935042,-32.56373304474255,-0.8504829389980293,2.482152687524434,-43.423874265446074,4.648003875771266,0.8771406385505259,-0.6475560298770475,214.6430309426754,90.2325420161294,2.3769050037790543e-16,-2.0,13.546847061441678,4.454864930174253,0.0,-2.0,-38.31369202581401,4.74511536601666,-29.60119449615453,-43.99344063715594,0.6072961418590801,-0.6222517278826238,-48.53405650507814,4.550892385525872,-40.66056674589554,-51.35870715981874,1.1469851352419718,-0.6728603318714712,1.3824884792626728,0.3,0.0668331255192114,0.4220804429649471,-1.4999999999999991,0.39,0.23,0.06,0.01,0.0,-2.0,0.07,0.05,0.365,0.185,4.794608150292242e-16,-2.0,0.55,0.18,1.0138888888888888,6.083333333333333,0.1666666666666666,0.8333333333333334,0.821917808219178,0.1643835616438356,train_91_2,data/masac_wav16k_clips/train/train_1/audios/train_91_2.wav,0.0,-1.0,SAHIL,HI,monolingual_HI,Mendhak kaam aaega?,SAHIL,SAHIL,False,,0,False,0,False,,,0,,,train_91,SAHIL,-1,3,train_91,0.3333333333333333,mid_l2,male,,Younger,Indian,-1,0,0,0,,,0,0
train_213_4,188.8605804443359,57.1105842590332,303.8180236816406,79.54784393310547,0.2050185783248957,-1.3157659161277264,52.4479933637865,151.60403041456036,422.1973944265851,307.1669360629348,715.9402894137202,1270.75810900808,-1202.6817321777328,0.9002724801157028,-1.2214326144580163,2.854900938724904,2.1974699801333824,7.470781458258035,260.1306457519531,18.02404022216797,296.1957092285156,220.2225341796875,0.0808227745345986,-0.2736660669326927,254.19387817382812,0.0,254.19387817382812,254.19387817382812,0.0,0.0,-22.87233662464399,2.1828512131951343,-0.3081368876813978,-0.9105438854291698,-6.012697017199033,68.80750413535476,-0.777603665345244,0.8030723282317367,3.242919751487593,3.93740741501245,1.032250954826438,-0.3650469872846034,-18.011319084687415,3.9196860401853097,-13.43099880338457,-28.63411152067894,-1.4469340779270026,1.128997088494211,-11.302595364164551,0.8608632044438791,-10.60154936313852,-12.854216452038044,-0.9381306709952658,-0.6989910877742767,-27.796663981205725,1.5558560623940751,-0.0498922904410322,-1.3978729444314362,-54.476682464149235,54.83558553416652,0.5731624274788698,-1.054645023467911,0.9835184076486808,1.3663718871385884,1.4913009847028356,0.9449710627725812,-34.94654250344668,1.5829366015626125,-32.564299013927226,-37.210216793170304,0.0827737398735938,-1.089379548902685,-20.171121439403763,3.738922072588228,-15.83868339622754,-27.45429020007855,-0.5443684577623407,-1.0417420506199455,2.571860816944024,0.13,0.1069909286973872,1.2823939727140523,1.130198293281393,0.43,0.02,0.0633333333333333,0.0377123616632825,0.7222985284386021,-0.311279296875,0.14,0.01,0.3822222222222222,0.306404880211272,1.7455136051454296,1.9715248546519524,1.17,0.15,1.9770114942528736,6.035087719298246,0.3275862068965517,0.6724137931034482,0.3401162790697674,0.1656976744186046,train_213_4,data/masac_wav16k_clips/train/train_1/audios/train_213_4.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,haan! jab sahil ko pta chalega tab wo tumhe court me to ghaseet ke le hi jaega na divorce ke liye.,INDRAVARDHAN,INDRAVARDHAN,True,fillers,2,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,6,alternational,L1→L2,train_213,INDRAVARDHAN,I,21,train_213,1.0,high_l2,male,,Older,Indian,-1,1,1,0,1.0,0.0,1,0
train_249_3,253.24867248535156,30.700782775878903,333.4629211425781,159.98985290527344,0.0294304115871471,1.497413324756021,-106.93248775923,310.6544956837606,266.5216382991645,174.04796465879315,409.5738728841133,615.2562746243036,-404.9369972630542,57.31792836596354,0.8250208336328657,0.3243604568659775,-0.2360438725497786,-0.6299867542263522,291.3220520019531,15.86296558380127,313.55267333984375,265.8190612792969,-0.2052307293921777,-1.2144858237944074,190.45870971679688,19.78640365600586,218.54608154296875,159.98985290527344,-0.1594479804028803,-1.3362825498317883,-17.41940759120741,5.648555746452731,-0.3333415154705036,-0.754129049150689,-24.49945987128056,86.79648440225263,-0.004930467838193,-1.3965797020971102,16.58925084303087,12.76336431303196,0.4454531039428067,-0.9133549299959864,-25.71405424785249,1.8990443961671155,-22.053700916850477,-27.80461362940254,0.9513705599152636,-0.4025953400816222,-15.65230304556838,7.343610146230363,-7.659015799596507,-30.11238644061948,-0.5554767639639244,-1.2781265879509796,-34.13082129516646,4.101488652951203,0.3424008551447004,-0.879173849971233,193.30417066113736,288.54929825990604,0.4511923551583996,-1.5000000000000004,8.05425170904152,1.074109232455016,-0.6945316408586361,-1.4999999999999991,-32.37077359119986,3.567928046613937,-25.046224241139083,-36.13949069577173,0.9320457142274288,-0.1491630766251819,-38.48683482070799,5.410604566687703,-30.838849400876857,-42.518678268246816,0.7039775352274378,-1.5000000000000009,1.7421602787456445,0.248,0.1279687461843711,0.3422687819807544,-0.7287265384614465,0.46,0.07,0.0475,0.0258602010819715,-0.2439428523760084,-1.2554808280199148,0.08,0.01,0.5349999999999999,0.0549999999999999,3.09539312956042e-15,-2.0,0.59,0.48,1.8104906937394245,11.26315789473684,0.1607445008460237,0.8392554991539763,0.4635514018691589,0.0887850467289719,train_249_3,data/masac_wav16k_clips/train/train_1/audios/train_249_3.wav,0.0,-1.0,MAYA,HI,monolingual_HI,Aur Sahil kal wapas aa gaya toh?,MAYA,MAYA,True,fillers,4,False,0,False,,,0,,,train_249,MAYA,-1,7,train_249,0.8333333333333334,high_l2,female,,Older,Indian,i,0,1,0,,,0,0
train_193_0,169.7726287841797,58.297847747802734,292.98907470703125,73.96263122558594,-0.33734496776966,-1.0782548689370877,-91.23345463155584,141.91076083503967,165.21188006808512,167.57343657860417,38.75061363442351,441.1369010132566,-434.1056823730437,0.8397093368823536,-1.3192018381304886,0.8610099834106122,0.2203446214940814,-1.0033494221306667,200.5429229736328,3.660995960235596,205.53195190429688,196.8498382568359,0.4866253437056002,-1.4999946036063885,263.36529541015625,5.3503313064575195,268.8944091796875,257.7342224121094,-0.0025142671540281,-1.9919244175315565,-18.092410841535944,5.132715354334265,-0.1505542122212669,-0.7532620362239375,-27.120654907447086,9.107016645982911,1.0162507499154685,-0.7861954166622138,15.194609048724278,15.010628059250886,0.2321324756239342,-1.6919096966825278,-17.410701362982632,0.0,-17.410701362982632,-17.410701362982632,0.0,0.0,-18.092824461920344,4.202200058640813,-10.859186095513875,-26.4971501188008,0.0396557035636533,-0.9275030535680484,-39.01401385644457,6.090867540473553,0.5088972118032706,-1.352503008107569,515.6485386310356,0.0,0.0,0.0,3.861990471554057,0.0,0.0,0.0,-39.01401385644457,6.090867540473553,-29.78816687878272,-44.59733024981773,0.5088972118032706,-1.352503008107569,-16.385494551895952,0.0,-16.385494551895952,-16.385494551895952,0.0,0.0,1.146788990825688,0.408,0.2317239737273638,-0.388150097329695,-0.6739068331176368,0.73,0.02,0.035,0.015,-3.137159063904815e-16,-2.0,0.05,0.02,0.31,0.0778888096369861,0.1904659334801312,-1.4999999999999998,0.41,0.22,0.6997742663656884,8.857142857142856,0.0790067720090293,0.9209932279909706,1.3161290322580643,0.1129032258064516,train_193_0,data/masac_wav16k_clips/train/train_1/audios/train_193_0.wav,0.0,-1.0,MAYA,EN,monolingual_EN,"Well, he was a darling.",MAYA,MAYA,True,connectors,1,False,0,False,,,0,,,train_193,MAYA,-1,5,train_193,0.6666666666666666,high_l2,female,,Older,Indian,i,0,1,0,,,0,0
train_272_5,252.2502899169922,45.8543586730957,345.9078063964844,154.57907104492188,0.0576962163728903,-0.6189102112347502,104.29674551283463,718.7473128694169,531.3190216016558,741.7920101753045,1120.172936575751,2123.9312405838104,-438.2218219707538,5.723990378101909,1.1628738971333514,1.1202276806652136,-0.1012516281980975,-0.2130808104944961,235.17881774902344,22.53084373474121,267.6731262207031,199.0711212158203,-0.1764270698767833,-1.1818688052528663,225.03286743164065,16.88071632385254,247.81851196289065,184.9847869873047,-0.2167542796227033,-0.6560823789533554,-21.94205357446316,4.206096107836235,-0.4565002201618812,-0.7793709127786511,0.2846726423909205,18.12033742990288,-0.3268508313493978,-1.5418116554830266,26.535791216930384,26.442381662403843,0.119060601559319,-1.8407675943127857,-26.179198043573827,0.3015651962771086,-25.88753615694413,-26.71645939073588,-0.7956887989126313,-0.6667161679007836,-25.25991845341131,1.7976605026772134,-23.345943661891155,-29.563814021580313,-1.1205238670186295,0.1177755979036159,-32.107627227788946,4.163684136013204,-0.2727864536989818,0.3782727450147663,-21.151242332407364,202.7834015805642,0.296029207785708,-1.140248974260136,10.218761722318952,8.954766631637284,-0.0083060039251605,-1.9802741600302372,-33.158698551741125,7.100167026397243,-27.91335226074701,-49.912914465121325,-1.760917204041457,1.5021260734747806,-49.73397705939723,6.447042932921525,-35.4882010702861,-54.12603809546538,1.6949144035299384,1.0340880787652882,2.0408163265306123,0.33,0.2957194616524249,0.9872135191830802,-0.7705133146409566,0.83,0.06,0.075,0.0111803398874989,2.1307761553979352e-16,-1.36,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train_272_5,data/masac_wav16k_clips/train/train_1/audios/train_272_5.wav,0.0,-1.0,MONISHA,CS,code_switched,Mention not mummy ji!,MONISHA,MONISHA,True,fillers,1,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_272,MONISHA,I,4,train_272,1.0,high_l2,female,,Younger,Indian,-1,1,1,0,0.0,1.0,1,0
train_48_3,258.66998291015625,55.5196647644043,345.987548828125,146.8929443359375,-0.0135863701968895,-1.4861685319496878,368.17217403724067,1278.7907829190133,309.514798446876,1240.4723512870569,944.660993303572,3588.0404691288873,78.77478939669939,9.110184127884729,0.7783334594798316,0.7205963968013045,-0.694277017022932,-0.6276143554470233,290.24560546875,40.006614685058594,331.20379638671875,222.19845581054688,-0.6401407730461603,-1.3836429788816431,262.0202941894531,61.69662094116211,345.987548828125,146.8929443359375,-0.1389341281064437,-1.5181542983478231,-13.19342407664505,4.353078150316958,-0.3423783416276571,-1.301148739873269,-2.60465315165834,48.3960088757808,-0.2880631120015237,-1.5321281845137225,19.60761428833875,22.0589488484715,1.0460157381617057,-0.405477480274397,-16.704885264165977,8.015230862167481,-6.046834717685485,-27.775518713933455,0.1664204355576519,-1.6916442947160018,-7.184724873849081,0.6818787184240885,-6.563849741455849,-8.238557233723553,-0.5798318821758239,-1.2668411808875144,-36.97336327056655,4.447261565837101,0.6902034486362808,-0.2626912628297623,-16.132189348626742,88.4226137408019,-0.0815486359837158,-1.851880797092388,20.368704849400416,19.42857446716145,0.8194569007527958,-0.8446957732154572,-51.40680246299189,5.73885250139185,-36.044711806434094,-57.19563785206982,1.4847958364129998,1.5898543761161328,-31.658229143334957,4.276722285053073,-24.374720111093765,-37.88401002185447,0.2800471387506671,-0.945547489623254,1.2345679012345678,0.194,0.1295530779256131,0.3186727326448753,-1.1837954981865704,0.4,0.05,0.0699999999999999,0.0438178046004132,-0.1141088661469089,-1.4375000000000009,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train_48_3,data/masac_wav16k_clips/train/train_1/audios/train_48_3.wav,0.0,-1.0,MONISHA,CS,code_switched,"Breakfast to mai bhi laai hu. Aap ko du, biryaani!",MONISHA,MONISHA,True,connectors,1,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_48,MONISHA,I,10,train_48,1.0,high_l2,female,,Younger,Indian,-1,1,1,0,0.0,1.0,1,0
train_356_1,230.09312438964844,54.06130599975586,347.1898193359375,99.74919128417967,0.5137610840987381,-0.6166824544212175,-87.6816952930702,909.8908284370956,405.64071717285174,1165.4586130279013,662.2137376478511,3827.586964884329,-812.0380702163226,8.687148457553374,-0.1179029999944757,1.2627906045076065,-0.9668459695097348,0.2624989596942519,271.27044677734375,62.08993148803711,345.9005126953125,179.10179138183594,-0.3286428273050198,-1.6954880625035955,156.2246856689453,24.494935989379883,181.6298370361328,110.67532348632812,-0.5836156130543284,-1.0842665963736609,-19.83772974504745,3.3388962613107744,-0.6494732361581059,-0.1163700763154918,-45.20807270083899,76.36139879189832,-1.6879640587633484,3.638060732902095,9.01004764903291,12.362144502474218,1.9454411412935104,3.4132650142545655,-17.602718075243537,2.56164377977148,-12.428194169655209,-27.250853581598314,-0.8966141839063275,2.396969516335676,-14.72423375006912,1.7863868656088977,-11.820462542562757,-17.9451713050423,-0.1124152512835569,-0.5941162438525125,-40.4022830130709,3.4099823854849243,0.3765842119572938,-0.9009580149831338,98.33070565007482,197.50224103249457,0.0366284061784201,-0.2589415049746768,6.880327177552971,7.996354265033697,1.3736100527954185,0.8185525691152451,-57.76115431047619,6.6589637659533665,-41.69393125269771,-64.81262788516689,1.5585759722318648,1.4362660569095365,-42.54983640209977,3.5974437617385204,-37.21817787191463,-47.95592475057315,-0.1607500445956995,-1.1405113557798132,2.6087020819828504,0.2225,0.1966649011220185,1.7658632875681863,2.426186787833692,0.82,0.05,0.0638888888888889,0.0254162871859952,0.1092390317366022,-0.7649209055553192,0.11,0.02,0.2914285714285714,0.104530046456724,0.1234742775918902,-0.9191295152650678,0.47,0.15,1.0175973396147984,4.561490683229813,0.2230843840931134,0.7769156159068864,0.7634803921568628,0.2192265795206972,train_356_1,data/masac_wav16k_clips/train/train_1/audios/train_356_1.wav,0.0,-1.0,MONISHA,CS,code_switched,Nahin Mummy ji Nahin Aisa Lagta Hai yah Bimari Bhola Bhala Bankar aapke Sharir Mein Ghush Jaati Hai aur FIR Dhire Dhire sari organs Mein kabja Kar Leti Hai,MONISHA,MONISHA,True,fillers,4,True,2,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_356,MONISHA,I,29,train_356,1.0,high_l2,female,,Younger,Indian,-1,1,1,1,1.0,0.0,1,1
train_326_8,234.6595764160156,39.005733489990234,269.0804443359375,141.2196807861328,-1.5584997805458225,0.9953688784957064,785.4546009410489,67.4880229013991,579.2045177112906,67.4880229013991,1364.6591186523394,134.9760458027982,206.25008322975827,1.6155871338926322e-27,0.0,0.0,-2.0,-2.0,148.04296875,6.823295593261719,154.86627197265625,141.2196807861328,3.3622926760116942e-06,-2.0000000645192553,250.40806579589844,13.323480606079102,269.0804443359375,225.6018524169922,-0.5271723855825607,-0.8564809566692659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train_326_8,data/masac_wav16k_clips/train/train_1/audios/train_326_8.wav,0.0,-1.0,SIDDHARTH,EN,monolingual_EN,Hahaha!,SIDDHARTH,SIDDHARTH,True,fillers,1,False,0,False,,,0,,,train_326,SIDDHARTH,-1,1,train_326,0.6923076923076923,high_l2,male,,Younger,Indian,-1,0,1,0,,,0,0
train_211_6,194.2685089111328,51.820255279541016,340.1490478515625,99.88330841064452,0.947032230355872,1.029117649160589,11.204744388479224,459.48523827664263,510.2615613476047,1156.552048730175,1431.0680789547357,4060.2256848387938,-614.0065002441393,0.6156386063020263,1.7850064015425795,2.7018548796345385,2.718126806706123,5.557483344376374,180.16534423828125,7.719392776489258,186.6024475097656,156.71011352539062,-1.8133657982383264,2.515635840074032,230.9256134033203,8.767525672912598,242.9635009765625,217.4265899658203,-0.1538316375276412,-1.1010496006496333,-21.29926221301189,2.6965729927223556,-0.4836896425163353,-0.539041011012878,-16.224119324369475,48.95758957174761,-1.116588243626294,0.8229127772302314,5.628264738605544,7.063632579646726,2.210545109838939,3.3916785244354584,-27.47696083469909,0.4158887010577248,-26.69967980572867,-28.071856658335452,0.3424819702095332,-1.0102968018227336,-25.20284098037619,2.0007425395480953,-23.27408466286734,-29.03305587508646,-0.7668762923465804,-0.9052874683602496,-35.37464555394516,4.322864816174287,0.1291357967391357,-1.534223733708922,-27.92718333534736,148.648879950753,0.4581115567449788,-1.4613648740623664,9.580299759863536,9.511038395109946,0.5396024497781512,-1.3980325599773142,-34.98743016434733,7.0293515655515995,-24.964465922439828,-42.944406927347586,0.3257703017672657,-1.6329313664939449,-40.46710232688394,7.779961472932762,-28.362733273789075,-50.99207808113323,0.2069803994231518,-1.366115527267938,2.5,0.175,0.0887975224879613,0.2266597368696806,-0.5997766723537352,0.34,0.02,0.0742857142857142,0.0453107186490105,0.1438519371042839,-1.3183424305064242,0.14,0.01,0.255,0.0634428877022476,-0.3876915787213464,-1.2308938698352685,0.33,0.16,1.0229226361031518,3.4326923076923075,0.2979942693409741,0.7020057306590258,0.6862745098039216,0.2913165266106443,train_211_6,data/masac_wav16k_clips/train/train_1/audios/train_211_6.wav,0.0,-1.0,ROSESH,CS,code_switched,"Haan Soniya, it's dad... Vo jaa rahe hai duniya chod ke...",ROSESH,ROSESH,True,fillers,2,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_211,ROSESH,I,11,train_211,0.7142857142857143,high_l2,male,,Younger,Indian,-1,1,1,0,1.0,0.0,1,0
